飞书路径	类型	Token	名称	状态
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型测试/设备动画模型7.skp	file	boxcnf5DDc2TflbpJCxR3dXkJgf	设备动画模型7.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型测试/设备动画模型1-2.skp	file	boxcni3oSHWXuO1f6ZoqtlTPmvp	设备动画模型1-2.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型测试/设备动画模型3-1.skp	file	boxcnL5WLOdtaMGmgCOXAq9n5Zg	设备动画模型3-1.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型测试/设备动画模型4.skp	file	boxcnGqUcvhUqqzqQuyKJnWgXuf	设备动画模型4.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型测试/设备动画.tm	file	boxcnls7BdPyvWRKWRUIQoicNyh	设备动画.tm	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型测试/设备动画模型备份.skb	file	boxcnjDs6ptDqS54NVuqInSAPsb	设备动画模型备份.skb	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型测试/设备动画模型背景.skp	file	boxcnGt2Y4jO3F4PcYKdz7Bhgrg	设备动画模型背景.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装+焊接/Steel_Brushed_Stainless.jpg	file	boxcnG6ndqxJzO1pJ5Nfyf3Ynzh	Steel_Brushed_Stainless.jpg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装+焊接/Polished_Concrete_New.jpg	file	boxcnKLNqJ2DEBeTI8UXqXnd31E	Polished_Concrete_New.jpg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装+焊接/Translucent_Glass_Safety.jpg	file	boxcnMiApF3IGaUkktsTREpjYPu	Translucent_Glass_Safety.jpg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/伍峥、LB、燃烧弹 2020-12-12 10.32.31.mp4	file	boxcn4LnUwCpIiaToRNkbbG2Toc	伍峥、LB、燃烧弹 2020-12-12 10.32.31.mp4	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/WechatIMG20777.jpeg	file	boxcndqz6hlsPnK5LKkeM178LNb	WechatIMG20777.jpeg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/伍峥、LB、燃烧弹 2020-12-12 10.32.27.mp4	file	boxcnppOasrmmhaRYkiCpYfaOKe	伍峥、LB、燃烧弹 2020-12-12 10.32.27.mp4	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/伍峥、LB、燃烧弹、Eric 2020-12-12 15.33.17.mp4	file	boxcnlwK4Xj9EOnG2ojlSVZH8XN	伍峥、LB、燃烧弹、Eric 2020-12-12 15.33.17.mp4	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/20201205_093138.mp4	file	boxcnIBS1hbbqgL7Laua6a89LBg	20201205_093138.mp4	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/伍峥、LB、燃烧弹、Eric 2020-12-12 15.33.14.mp4	file	boxcnId3VdgtvJ9LssD0MdEshTh	伍峥、LB、燃烧弹、Eric 2020-12-12 15.33.14.mp4	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/WechatIMG19901.jpeg	file	boxcngjY0JEodnCKtuRgdzdxfcf	WechatIMG19901.jpeg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/WechatIMG20779.jpeg	file	boxcnfF0g59NFjYhbyOiZQW8kgd	WechatIMG20779.jpeg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/WechatIMG20780.jpeg	file	boxcnYVHn1jpvAVfToMxi16cZpg	WechatIMG20780.jpeg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/WechatIMG20775.jpeg	file	boxcnT7w3stMTuX0KbP9xKDnuxG	WechatIMG20775.jpeg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/WechatIMG20778.jpeg	file	boxcn7ph5W0COcok2Vhxb3ALLic	WechatIMG20778.jpeg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/照片视频/伍峥 2020-12-12 16.37.04.mp4	file	boxcnDAv0MmqJ1lcO3Jj4cC9oMd	伍峥 2020-12-12 16.37.04.mp4	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV6colour.blend	file	boxcnrysIUDgbnVPJoSdTzs8Zig	2floorV6colour.blend	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/方案更改(1)(1).xlsx	file	boxcnlZnzALcrXwU7VrCjx9JcKi	方案更改(1)(1).xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装+焊接.fbx	file	boxcn7GY1FSTWJZx6fhdaKDuZJF	水箱预装+焊接.fbx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/智慧工厂人员管理系统.sketch	file	boxcnnR1CxpiRBz4atGv0yNaa7b	智慧工厂人员管理系统.sketch	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV4.blend	file	boxcnFUrWHuB7ffNVpc8pk6D91e	2floorV4.blend	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV5colour.blend1	file	boxcn8bSfHZHUB0YmzHtCl1zNXg	2floorV5colour.blend1	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装.dwg	file	boxcny36tsUkwA3Wyde2Hfd2i2S	水箱预装.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/省长修改最终 1.xlsx	file	boxcnXfx4QyfzWpZ6Z0Jy3laaOd	省长修改最终 1.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/技术方案V1.5.docx	file	boxcnrin32kRaTv0XrtAvycewOg	技术方案V1.5.docx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/powered by-组合logo（蓝、黑、白）制作(1).ai	file	boxcnQ8KzaZHzqNJVKV28Def2ff	powered by-组合logo（蓝、黑、白）制作(1).ai	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/焊接.dwg	file	boxcnkQwP1Z8Fj5aW9SQGNzX5se	焊接.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV3.blend	file	boxcnLD1SuA69U7bjSbopZhDTlc	2floorV3.blend	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/UWB应用V3.pdf	file	boxcnBB8hKn8SMJryqnGoMoHdPb	UWB应用V3.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/颜色更新.skp	file	boxcnD44VrkQKL5LmtWt6U8sOGd	颜色更新.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV5colour.blend	file	boxcn6x2ewRr2Eabmkq91QS8Whf	2floorV5colour.blend	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV4.blend1	file	boxcncbxh2ZwhYUhGGhDH1SPsrg	2floorV4.blend1	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/设备动画模型.skp	file	boxcnTSqPFrqILzCTcuUhxGpeMb	设备动画模型.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/设备动画模型.skb	file	boxcnARTPoatEBnu5PnDz8QWFcy	设备动画模型.skb	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/材质.skp	file	boxcn35RXkIpTQqPnlrI5XrpJYc	材质.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/中心.skp	file	boxcnbHb8Buyq94G37ulEbJDthg	中心.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/模型1.skp	file	boxcnGVvUr8Zls1IX1WNvWOy7qc	模型1.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/WechatIMG1808.jpeg	file	boxcnn95g68psjwfWmoM5sxPJYf	WechatIMG1808.jpeg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/UWB应用LOB(3).xlsx	file	boxcnDGeoiMgtULEk039F1TbmoV	UWB应用LOB(3).xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装.eps	file	boxcnksKXtxlTma2qSfa4kLVxPe	水箱预装.eps	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/智慧工厂1920 x 1080.sketch	file	boxcnDBnMMyMyMfpnliP4wDjFSg	智慧工厂1920 x 1080.sketch	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/修改内容整理.docx	file	boxcn5rQLq6YDpB5a6VUfpWOtIf	修改内容整理.docx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装-地面.skp	file	boxcnYUw3qpiPeLTBOjoWGC2Ucd	水箱预装-地面.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV3.blend1	file	boxcnUC0Fd5qFz7cQiDK0MIBCLg	2floorV3.blend1	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/H22.glb	file	boxcnxpdLoViZ8o01KZOlUkaCze	H22.glb	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/H20.glb	file	boxcn4jCEH7d5fQ7irAKpiXQWko	H20.glb	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/2floorV6colour.blend1	file	boxcn1cIxzRDzxAMYxWwecjfLMg	2floorV6colour.blend1	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/H21.glb	file	boxcnii2slbAIQ5KyUDzAqpM32d	H21.glb	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/水箱预装-地面~.skp	file	boxcn8al5KoTsOfYUjA66Actaxc	水箱预装-地面~.skp	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/H19.glb	file	boxcnlXE7Unk1PwoCYhAIHDQacc	H19.glb	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/郑州热水器 .dwg	file	boxcnHpFywXt669NY7ZnB7EDW5e	郑州热水器 .dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/海尔工厂/H18.glb	file	boxcn1sVkjd2Tw33rltWx1jRjWg	H18.glb	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/广东库位验收项/出入库辅助系统验收测试表.xlsx	file	boxcn147cK5mFHkQVNZyf4PdIEc	出入库辅助系统验收测试表.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/广东库位验收项/智能仓储流程截图.zip	file	boxcnjPnzWRADJ4V4c6Y72BcI5g	智能仓储流程截图.zip	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/广东库位验收项/附件2：广东电网有限责任公司计量急救包智能存储成套设备采购项目(UWB智能定位系统软硬件）技术协议书20201112.doc	file	boxcnWlOmDzMFUnmFvmPbo1eJGh	附件2：广东电网有限责任公司计量急救包智能存储成套设备采购项目(UWB智能定位系统软硬件）技术协议书20201112.doc	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/广东库位验收项/智能仓库管理系统APPv2.1(1).docx	file	boxcn1hDLd1ryQKhszDCrakINuc	智能仓库管理系统APPv2.1(1).docx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/未命名文件夹/江门、阳江、茂名、云浮、韶关画线图纸.zip	file	boxcnZS32BQ3B8x7HRE67ZEr5Qb	江门、阳江、茂名、云浮、韶关画线图纸.zip	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/茂名/茂名供电局一级计量包设备画线参考图20201216版.dwg	file	boxcnuRs08JZq2lbhFEyMqzjqXd	茂名供电局一级计量包设备画线参考图20201216版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/茂名/茂名供电局一级计量包画线复核图20201228版.dwg	file	boxcnRmBlsySKIIsRGs1lhcrvpg	茂名供电局一级计量包画线复核图20201228版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/湛江供电局库位/湛江供电局智能库房布局图纸V2.0.dwg	file	boxcnkoUr6aUCUHOTFL0Hz7Tfxe	湛江供电局智能库房布局图纸V2.0.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/湛江供电局库位/湛江供电局智能库房基站、环境监控系统布置图.dwg	file	boxcn1gxgEA9Ev3zFdzcaikQz5d	湛江供电局智能库房基站、环境监控系统布置图.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/湛江供电局库位/湛江供电局智能库房基站、环境监控系统布置图-Model.pdf	file	boxcn6fx9f4ofQ0OPqkCuPVwljb	湛江供电局智能库房基站、环境监控系统布置图-Model.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/湛江供电局库位/红点定位-英创20201126（湛江库）.xlsx	file	boxcnRoWJvm2kky7zMpKneGmeTh	红点定位-英创20201126（湛江库）.xlsx	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/湛江供电局库位/湛江供电局智能库房布局图纸V2.0 1.dwg	file	boxcnUSsFm2d5olwdA9bebvs3zf	湛江供电局智能库房布局图纸V2.0 1.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/湛江供电局库位/湛江供电局智能库房布局图纸-Model(1)(1).pdf	file	boxcn4fZWtz7MptjBdMw0jfucQb	湛江供电局智能库房布局图纸-Model(1)(1).pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/湛江供电局库位/湛江供电局智能库房储位布局20201230复核版.dwg	file	boxcneYd0VX1xmqpedKBZZH78Cg	湛江供电局智能库房储位布局20201230复核版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/东莞/东莞20210112版2013.dwg	file	boxcnzELfGHNnfZMumnFTquw3l5	东莞20210112版2013.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/东莞/东莞供电局二层.dwg	file	boxcnPKsTQPgGu6gcpmTAE88n4b	东莞供电局二层.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/东莞/东莞供电局一级计量包库位画线参考图20210108版.dwg	file	boxcnsbp5p2kizXiWI6E71XuKLd	东莞供电局一级计量包库位画线参考图20210108版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/东莞/东莞供电局一级计量包库位画线参考图20210112版.dwg	file	boxcnctpeKRDhX7hsjUaCudzZ3d	东莞供电局一级计量包库位画线参考图20210112版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/东莞/东莞20210112版2013.dxf	file	boxcnjJdxBXJzBSFuSMjma3Vdfe	东莞20210112版2013.dxf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/东莞/东莞供电局二层2013.dxf	file	boxcnCUYFc7GZIDMeKtKVAWoGVf	东莞供电局二层2013.dxf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/东莞/东莞供电局二层.gpkg	file	boxcnLCtiXbPgqnLHPOVUgfi9rh	东莞供电局二层.gpkg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/云浮最终/云浮供电局一级计量包设备画线复核图20201230V1.2版.bak	file	boxcnT1NVWch90h6vRuVkSRmqgl	云浮供电局一级计量包设备画线复核图20201230V1.2版.bak	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/云浮最终/云浮供电局一级计量包设备画线复核图20201230V1.2版 .pdf	file	boxcnP5AMIb8QXJS7sVBoPNsRcf	云浮供电局一级计量包设备画线复核图20201230V1.2版 .pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/云浮最终/云浮供电局一级计量包设备画线复核图20201230V1.2版.dwg	file	boxcnzShc5YuMI0qhdTBhGmzC8c	云浮供电局一级计量包设备画线复核图20201230V1.2版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/Adobe After Effects 自动保存/电网演示自动保存 1.aep	file	boxcnxyLZDm4uRzJcopOjc00EDQ	电网演示自动保存 1.aep	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/阳江/阳江供电局一级计量包划线复核图20201226版.dwg	file	boxcn3YrA1GYPCvVTYIB8cV7wmh	阳江供电局一级计量包划线复核图20201226版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/阳江/阳江供电局一级计量包设备画线参考图20201216版.dwg	file	boxcnA2FMGDEDy9uobFkI4T06yV	阳江供电局一级计量包设备画线参考图20201216版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/阳江/阳江供电局一级计量包划线复核图20201226版 .pdf	file	boxcnFknLvp6OE7IrKnMfocnwaf	阳江供电局一级计量包划线复核图20201226版 .pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/阳江/阳江供电局一级计量包设备画线参考图20201216版 .pdf	file	boxcnYcXIQZz0RE3YTtCxgfHKnf	阳江供电局一级计量包设备画线参考图20201216版 .pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/肇庆库位地图/肇庆供电局划线图.dwg	file	boxcnAyh1Z4GvFKh0RbMn78DKfe	肇庆供电局划线图.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/肇庆库位地图/肇庆供电局划线图 V1.0.dwg	file	boxcntJGASSiYFUx3nUlENBkdmb	肇庆供电局划线图 V1.0.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/肇庆库位地图/肇庆供电局划线图.pdf	file	boxcnnyVGZrJqq4FpEqwR3YM60n	肇庆供电局划线图.pdf	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/韶关库位最终/韶关供电局一级计量包定位图纸V1.1版.bak	file	boxcnt8Z7P7Sq4xtYgRIRN0diCe	韶关供电局一级计量包定位图纸V1.1版.bak	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/韶关库位最终/韶关供电局一级计量包定位图纸V1.1版.dwg	file	boxcnkJl2toejGtQMYGSpqmqTwh	韶关供电局一级计量包定位图纸V1.1版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/韶关库位最终/韶关供电局一级计量包设备画线参考图20201220V1.0版.dwg	file	boxcn3EijhB3HkEzDVotWvJTvMh	韶关供电局一级计量包设备画线参考图20201220V1.0版.dwg	❌ 未迁移
云空间/莱讯科技/项目资料管理/998. 售后项目/供电局库位定位/韶关库位最终/韶关供电局一级计量包设备画线参考图20201220V2.0版 .dwg	file	boxcnePDcfmwImewFUTWbMgBozD	韶关供电局一级计量包设备画线参考图20201220V2.0版 .dwg	❌ 未迁移
